,Name,Latitude,Longitude,datum,afstand,te laat,uur,minuut,seconde
10317997,Graz Airport,46.99110031,15.43959999,Zomer,524300.2778930821,orange,0.5825558643256468,34.953351859538806,57.201111572328486
10362838,Salzburg Airport,47.79330063,13.00430012,Herfst,336781.7570975082,green,0.37420195233056464,22.452117139833877,27.127028390032706
10362839,Salzburg Airport,47.79330063,13.00430012,Lente,336781.7570975082,green,0.37420195233056464,22.452117139833877,27.127028390032706
10362840,Salzburg Airport,47.79330063,13.00430012,Winter,336781.7570975082,green,0.37420195233056464,22.452117139833877,27.127028390032706
10362841,Salzburg Airport,47.79330063,13.00430012,Zomer,336781.7570975082,orange,0.37420195233056464,22.452117139833877,27.127028390032706
10407682,Vienna International Airport,48.11029816,16.56970024,Herfst,604978.2129759063,green,0.6721980144176737,40.33188086506042,19.9128519036253
10407683,Vienna International Airport,48.11029816,16.56970024,Lente,604978.2129759063,green,0.6721980144176737,40.33188086506042,19.9128519036253
10407684,Vienna International Airport,48.11029816,16.56970024,Winter,604978.2129759063,green,0.6721980144176737,40.33188086506042,19.9128519036253
10407685,Vienna International Airport,48.11029816,16.56970024,Zomer,604978.2129759063,orange,0.6721980144176737,40.33188086506042,19.9128519036253
10452526,Faro Airport,37.01440048,-7.965909958,Herfst,1783768.7421433483,orange,1.9819652690481648,58.91791614288989,55.0749685733933
10452527,Faro Airport,37.01440048,-7.965909958,Lente,1783768.7421433483,orange,1.9819652690481648,58.91791614288989,55.0749685733933
10452528,Faro Airport,37.01440048,-7.965909958,Winter,1783768.7421433483,orange,1.9819652690481648,58.91791614288989,55.0749685733933
10452529,Faro Airport,37.01440048,-7.965909958,Zomer,1783768.7421433483,orange,1.9819652690481648,58.91791614288989,55.0749685733933
10489798,Francisco de Sá Carneiro Airport,41.24810028,-8.681389809,Herfst,1532997.6008093017,orange,1.7033306675658908,42.199840053953444,11.990403237206861
10489799,Francisco de Sá Carneiro Airport,41.24810028,-8.681389809,Lente,1532997.6008093017,orange,1.7033306675658908,42.199840053953444,11.990403237206861
10489800,Francisco de Sá Carneiro Airport,41.24810028,-8.681389809,Winter,1532997.6008093017,orange,1.7033306675658908,42.199840053953444,11.990403237206861
10489801,Francisco de Sá Carneiro Airport,41.24810028,-8.681389809,Zomer,1532997.6008093017,orange,1.7033306675658908,42.199840053953444,11.990403237206861
10527070,Lisbon Portela Airport,38.78129959,-9.135919571,Herfst,1726183.2724312113,orange,1.9179814138124571,55.07888482874742,4.733089724845253
10527071,Lisbon Portela Airport,38.78129959,-9.135919571,Lente,1726183.2724312113,orange,1.9179814138124571,55.07888482874742,4.733089724845253
10527072,Lisbon Portela Airport,38.78129959,-9.135919571,Winter,1726183.2724312113,orange,1.9179814138124571,55.07888482874742,4.733089724845253
10527073,Lisbon Portela Airport,38.78129959,-9.135919571,Zomer,1726183.272431211,orange,1.9179814138124567,55.078884828747405,4.733089724844322
10564342,Sarajevo International Airport,43.82460022,18.3314991,Herfst,862391.4015423822,red,0.9582126683804246,57.49276010282548,29.565606169528795
10564343,Sarajevo International Airport,43.82460022,18.3314991,Lente,862391.4015423822,green,0.9582126683804246,57.49276010282548,29.565606169528795
10564344,Sarajevo International Airport,43.82460022,18.3314991,Winter,862391.4015423822,red,0.9582126683804246,57.49276010282548,29.565606169528795
10564345,Sarajevo International Airport,43.82460022,18.3314991,Zomer,862391.4015423822,orange,0.9582126683804246,57.49276010282548,29.565606169528795
10564834,Mihail Kogălniceanu International Airport,44.36220169,28.48830032,Herfst,1580198.9140160985,green,1.7557765711289983,45.346594267739896,20.79565606439393
10564835,Mihail Kogălniceanu International Airport,44.36220169,28.48830032,Lente,1580198.9140160985,orange,1.7557765711289983,45.346594267739896,20.79565606439393
10564836,Mihail Kogălniceanu International Airport,44.36220169,28.48830032,Winter,1580198.9140160985,green,1.7557765711289983,45.346594267739896,20.79565606439393
10564837,Mihail Kogălniceanu International Airport,44.36220169,28.48830032,Zomer,1580198.9140160985,orange,1.7557765711289983,45.346594267739896,20.79565606439393
10569482,Henri Coandă International Airport,44.5711111,26.085,Herfst,1392238.6583545282,green,1.5469318426161425,32.81591055696855,48.95463341811299
10569483,Henri Coandă International Airport,44.5711111,26.085,Lente,1392238.6583545282,orange,1.5469318426161425,32.81591055696855,48.95463341811299
10569484,Henri Coandă International Airport,44.5711111,26.085,Winter,1392238.6583545282,green,1.5469318426161425,32.81591055696855,48.95463341811299
10569485,Henri Coandă International Airport,44.5711111,26.085,Zomer,1392238.6583545282,orange,1.5469318426161425,32.81591055696855,48.95463341811299
10574130,Geneva Cointrin International Airport,46.23809814,6.108950138,Herfst,230696.6944805281,green,0.2563296605339201,15.379779632035206,22.78677792211238
10574131,Geneva Cointrin International Airport,46.23809814,6.108950138,Lente,230696.69448052812,green,0.25632966053392015,15.379779632035207,22.786777922112496
10574132,Geneva Cointrin International Airport,46.23809814,6.108950138,Winter,230696.6944805281,green,0.2563296605339201,15.379779632035206,22.78677792211238
10574133,Geneva Cointrin International Airport,46.23809814,6.108950138,Zomer,230696.6944805281,orange,0.2563296605339201,15.379779632035206,22.78677792211238
10613546,Sion Airport,46.21960068,7.326759815,Herfst,166887.98541651238,green,0.18543109490723597,11.12586569443416,7.551941666049533
10613547,Sion Airport,46.21960068,7.326759815,Lente,166887.98541651238,green,0.18543109490723597,11.12586569443416,7.551941666049533
10613548,Sion Airport,46.21960068,7.326759815,Winter,166887.98541651238,green,0.18543109490723597,11.12586569443416,7.551941666049533
10613549,Sion Airport,46.21960068,7.326759815,Zomer,166887.98541651238,orange,0.18543109490723597,11.12586569443416,7.551941666049533
10652962,Lugano Airport,46.00429916,8.910579681,Herfst,164679.01814756627,green,0.18297668683062918,10.978601209837752,58.71607259026507
10652963,Lugano Airport,46.00429916,8.910579681,Lente,164679.01814756627,green,0.18297668683062918,10.978601209837752,58.71607259026507
10652964,Lugano Airport,46.00429916,8.910579681,Winter,164679.01814756627,green,0.18297668683062918,10.978601209837752,58.71607259026507
10652965,Lugano Airport,46.00429916,8.910579681,Zomer,164679.01814756627,orange,0.18297668683062918,10.978601209837752,58.71607259026507
10692378,Bern Belp Airport,46.91410065,7.497149944,Herfst,100515.67119586786,green,0.11168407910651985,6.701044746391191,42.062684783471454
10692379,Bern Belp Airport,46.91410065,7.497149944,Lente,100515.67119586786,green,0.11168407910651985,6.701044746391191,42.062684783471454
10692380,Bern Belp Airport,46.91410065,7.497149944,Winter,100515.67119586786,green,0.11168407910651985,6.701044746391191,42.062684783471454
10692381,Bern Belp Airport,46.91410065,7.497149944,Zomer,100515.67119586786,orange,0.11168407910651985,6.701044746391191,42.062684783471454
10731794,Zürich Airport,47.46469879,8.54916954,Herfst,0.0,green,0.0,0.0,0.0
10731795,Zürich Airport,47.46469879,8.54916954,Lente,0.0,green,0.0,0.0,0.0
10731796,Zürich Airport,47.46469879,8.54916954,Winter,0.0,green,0.0,0.0,0.0
10731797,Zürich Airport,47.46469879,8.54916954,Zomer,0.0,orange,0.0,0.0,0.0
10771210,St Gallen Altenrhein Airport,47.48500061,9.560770035,Herfst,76286.84128365165,green,0.08476315698183516,5.08578941891011,5.147365134606604
10771211,St Gallen Altenrhein Airport,47.48500061,9.560770035,Lente,76286.84128365165,green,0.08476315698183516,5.08578941891011,5.147365134606604
10771212,St Gallen Altenrhein Airport,47.48500061,9.560770035,Winter,76286.84128365165,green,0.08476315698183516,5.08578941891011,5.147365134606604
10771213,St Gallen Altenrhein Airport,47.48500061,9.560770035,Zomer,76286.84128365165,orange,0.08476315698183516,5.08578941891011,5.147365134606604
10810626,Esenboğa International Airport,40.12810135,32.99509811,Herfst,2118243.1429309854,green,2.3536034921455395,21.21620952873236,12.972571723941714
10810627,Esenboğa International Airport,40.12810135,32.99509811,Lente,2118243.1429309854,orange,2.3536034921455395,21.21620952873236,12.972571723941714
10810628,Esenboğa International Airport,40.12810135,32.99509811,Winter,2118243.1429309854,green,2.3536034921455395,21.21620952873236,12.972571723941714
10810629,Esenboğa International Airport,40.12810135,32.99509811,Zomer,2118243.1429309854,orange,2.3536034921455395,21.21620952873236,12.972571723941714
10847346,Antalya International Airport,36.898701,30.800501,Herfst,2168913.2287575225,green,2.4099035875083583,24.594215250501502,35.652915030090135
10847347,Antalya International Airport,36.898701,30.800501,Lente,2168913.2287575225,orange,2.4099035875083583,24.594215250501502,35.652915030090135
10847348,Antalya International Airport,36.898701,30.800501,Winter,2168913.2287575225,green,2.4099035875083583,24.594215250501502,35.652915030090135
10847349,Antalya International Airport,36.898701,30.800501,Zomer,2168913.2287575225,orange,2.4099035875083583,24.594215250501502,35.652915030090135
10884066,Gaziantep International Airport,36.94720078,37.47869873,Herfst,2638475.5608536303,green,2.931639512059589,55.898370723575354,53.902243414521216
10884067,Gaziantep International Airport,36.94720078,37.47869873,Lente,2638475.5608536303,orange,2.931639512059589,55.898370723575354,53.902243414521216
10884068,Gaziantep International Airport,36.94720078,37.47869873,Winter,2638475.5608536303,green,2.931639512059589,55.898370723575354,53.902243414521216
10884069,Gaziantep International Airport,36.94720078,37.47869873,Zomer,2638475.5608536303,orange,2.931639512059589,55.898370723575354,53.902243414521216
10920786,Atatürk International Airport,40.97689819,28.81459999,Herfst,1765766.9264089053,green,1.9619632515654504,57.71779509392702,43.06770563562121
10920787,Atatürk International Airport,40.97689819,28.81459999,Lente,1765766.9264089055,orange,1.9619632515654506,57.71779509392704,43.06770563562215
10920788,Atatürk International Airport,40.97689819,28.81459999,Winter,1765766.9264089053,green,1.9619632515654504,57.71779509392702,43.06770563562121
10920789,Atatürk International Airport,40.97689819,28.81459999,Zomer,1765766.9264089053,orange,1.9619632515654504,57.71779509392702,43.06770563562121
10957506,Adnan Menderes International Airport,38.29240036,27.15699959,Herfst,1822729.0888532738,green,2.025254543170304,1.5152725902182516,30.916355413095093
10957507,Adnan Menderes International Airport,38.29240036,27.15699959,Lente,1822729.0888532742,orange,2.0252545431703046,1.5152725902182826,30.91635541309696
10957508,Adnan Menderes International Airport,38.29240036,27.15699959,Winter,1822729.088853274,green,2.0252545431703046,1.515272590218267,30.916355413096024
10957509,Adnan Menderes International Airport,38.29240036,27.15699959,Zomer,1822729.088853274,orange,2.0252545431703046,1.515272590218267,30.916355413096024
10994226,Dalaman International Airport,36.71310043,28.79249954,Herfst,2046860.7007570523,green,2.2742896675078357,16.457380050470153,27.442803028209134
10994227,Dalaman International Airport,36.71310043,28.79249954,Lente,2046860.7007570525,orange,2.274289667507836,16.457380050470167,27.442803028210065
10994228,Dalaman International Airport,36.71310043,28.79249954,Winter,2046860.7007570523,green,2.2742896675078357,16.457380050470153,27.442803028209134
10994229,Dalaman International Airport,36.71310043,28.79249954,Zomer,2046860.7007570523,orange,2.2742896675078357,16.457380050470153,27.442803028209134
11030946,Chişinău International Airport,46.92770004,28.93099976,Lente,1541202.321107052,red,1.71244702345228,42.7468214071368,44.80928442820814
11030948,Ohrid St. Paul the Apostle Airport,41.18,20.7423,Herfst,1195126.8502923562,green,1.3279187225470626,19.675123352823746,40.507401169424874
11030949,Ohrid St. Paul the Apostle Airport,41.18,20.7423,Lente,1195126.8502923562,green,1.3279187225470626,19.675123352823746,40.507401169424874
11030950,Ohrid St. Paul the Apostle Airport,41.18,20.7423,Winter,1195126.8502923562,green,1.3279187225470626,19.675123352823746,40.507401169424874
11030951,Ohrid St. Paul the Apostle Airport,41.18,20.7423,Zomer,1195126.8502923562,orange,1.3279187225470626,19.675123352823746,40.507401169424874
11038212,Skopje Alexander the Great Airport,41.961601,21.621401,Herfst,1200569.3358139775,green,1.3339659286821972,20.037955720931834,2.277343255910091
11038213,Skopje Alexander the Great Airport,41.961601,21.621401,Lente,1200569.3358139775,green,1.3339659286821972,20.037955720931834,2.277343255910091
11038214,Skopje Alexander the Great Airport,41.961601,21.621401,Winter,1200569.3358139775,green,1.3339659286821972,20.037955720931834,2.277343255910091
11038215,Skopje Alexander the Great Airport,41.961601,21.621401,Zomer,1200569.3358139778,orange,1.3339659286821974,20.03795572093185,2.2773432559110223
11045476,Belgrade Nikola Tesla Airport,44.81840134,20.3090992,Herfst,953944.7001794028,green,1.059938555754892,3.596313345293522,35.77880071761133
11045477,Belgrade Nikola Tesla Airport,44.81840134,20.3090992,Lente,953944.7001794028,green,1.059938555754892,3.596313345293522,35.77880071761133
11045478,Belgrade Nikola Tesla Airport,44.81840134,20.3090992,Winter,953944.7001794028,green,1.059938555754892,3.596313345293522,35.77880071761133
11045479,Belgrade Nikola Tesla Airport,44.81840134,20.3090992,Zomer,953944.700179403,orange,1.0599385557548922,3.59631334529353,35.778800717611794
11081916,Nis Airport,43.337299,21.853701,Herfst,1136273.3502388052,green,1.2625259447097836,15.751556682587012,45.09340095522069
11081917,Nis Airport,43.337299,21.853701,Lente,1136273.3502388052,green,1.2625259447097836,15.751556682587012,45.09340095522069
11081918,Nis Airport,43.337299,21.853701,Winter,1136273.3502388052,green,1.2625259447097836,15.751556682587012,45.09340095522069
11081919,Nis Airport,43.337299,21.853701,Zomer,1136273.3502388052,orange,1.2625259447097836,15.751556682587012,45.09340095522069
11118356,Podgorica Airport,42.3594017,19.25189972,Herfst,1016500.2164712584,green,1.1294446849680648,7.766681098083896,46.00086588503374
11118357,Podgorica Airport,42.3594017,19.25189972,Lente,1016500.2164712584,green,1.1294446849680648,7.766681098083896,46.00086588503374
11118358,Podgorica Airport,42.3594017,19.25189972,Winter,1016500.2164712584,green,1.1294446849680648,7.766681098083896,46.00086588503374
11118359,Podgorica Airport,42.3594017,19.25189972,Zomer,1016500.2164712584,orange,1.1294446849680648,7.766681098083896,46.00086588503374
11120704,Priština International Airport,42.5728,21.035801,Herfst,1122470.772422036,green,1.2471897471355955,14.831384828135729,49.88308968814369
11120705,Priština International Airport,42.5728,21.035801,Lente,1122470.772422036,green,1.2471897471355955,14.831384828135729,49.88308968814369
11120706,Priština International Airport,42.5728,21.035801,Winter,1122470.772422036,green,1.2471897471355955,14.831384828135729,49.88308968814369
11120707,Priština International Airport,42.5728,21.035801,Zomer,1122470.772422036,orange,1.2471897471355955,14.831384828135729,49.88308968814369
11157144,M. R. Štefánik Airport,48.17020035,17.21269989,Herfst,653165.1727519885,green,0.7257390808355428,43.54434485013257,32.66069100795407
11157145,M. R. Štefánik Airport,48.17020035,17.21269989,Lente,653165.1727519885,green,0.7257390808355428,43.54434485013257,32.66069100795407
11157150,Košice Airport,48.6631012,21.24110031,Herfst,954166.182303565,green,1.060184647003961,3.611078820237665,36.664729214259886
11157151,Košice Airport,48.6631012,21.24110031,Lente,954166.182303565,green,1.060184647003961,3.611078820237665,36.664729214259886
11157156,Punta Cana International Airport,18.56739998,-68.36340332,Herfst,7535250.384196141,green,8.372500426884601,22.350025613076053,21.001536784563214
11157157,Punta Cana International Airport,18.56739998,-68.36340332,Lente,7535250.38419614,green,8.3725004268846,22.350025613075992,21.001536784559487
11157158,Punta Cana International Airport,18.56739998,-68.36340332,Winter,7535250.38419614,orange,8.3725004268846,22.350025613075992,21.001536784559487
11157159,Punta Cana International Airport,18.56739998,-68.36340332,Zomer,7535250.38419614,orange,8.3725004268846,22.350025613075992,21.001536784559487
11158868,Cancún International Airport,21.03650093,-86.87709808,Herfst,8707216.499340693,orange,9.674684999267436,40.48109995604617,28.86599736277014
11158869,Cancún International Airport,21.03650093,-86.87709808,Lente,8707216.499340693,orange,9.674684999267436,40.48109995604617,28.86599736277014
11158870,Cancún International Airport,21.03650093,-86.87709808,Winter,8707216.499340693,orange,9.674684999267436,40.48109995604617,28.86599736277014
11158871,Cancún International Airport,21.03650093,-86.87709808,Zomer,8707216.499340693,orange,9.674684999267436,40.48109995604617,28.86599736277014
11160432,Juan Santamaria International Airport,9.993860245,-84.20880127,Herfst,9404282.310312688,green,10.449202567014098,26.95215402084589,57.1292412507534
11160433,Juan Santamaria International Airport,9.993860245,-84.20880127,Lente,9404282.310312688,orange,10.449202567014098,26.95215402084589,57.1292412507534
11160434,Juan Santamaria International Airport,9.993860245,-84.20880127,Winter,9404282.310312688,green,10.449202567014098,26.95215402084589,57.1292412507534
11160435,Juan Santamaria International Airport,9.993860245,-84.20880127,Zomer,9404282.310312688,orange,10.449202567014098,26.95215402084589,57.1292412507534
11161796,José Martí International Airport,22.98920059,-82.40910339,Herfst,8230861.583014096,orange,9.145401758904551,8.724105534273075,43.446332056384534
11161797,José Martí International Airport,22.98920059,-82.40910339,Lente,8230861.583014096,red,9.145401758904551,8.724105534273075,43.446332056384534
11161798,José Martí International Airport,22.98920059,-82.40910339,Winter,8230861.583014096,orange,9.145401758904551,8.724105534273075,43.446332056384534
11161799,José Martí International Airport,22.98920059,-82.40910339,Zomer,8230861.583014096,orange,9.145401758904551,8.724105534273075,43.446332056384534
11163076,Juan Gualberto Gomez International Airport,23.03440094,-81.43530273,Herfst,8156891.966295734,orange,9.063213295884148,3.7927977530489367,47.56786518293619
11163077,Juan Gualberto Gomez International Airport,23.03440094,-81.43530273,Lente,8156891.966295734,red,9.063213295884148,3.7927977530489367,47.56786518293619
11163078,Juan Gualberto Gomez International Airport,23.03440094,-81.43530273,Winter,8156891.966295734,orange,9.063213295884148,3.7927977530489367,47.56786518293619
11163079,Juan Gualberto Gomez International Airport,23.03440094,-81.43530273,Zomer,8156891.966295734,orange,9.063213295884148,3.7927977530489367,47.56786518293619
11164356,Bahrain International Airport,26.27079964,50.63359833,Herfst,4352258.874860729,green,4.835843194289699,50.15059165738194,9.035499442916363
11164357,King Abdulaziz International Airport,21.6796,39.156502,Lente,3960029.878525382,red,4.400033198361536,24.001991901692126,0.11951410152763128
11164358,King Abdulaziz International Airport,21.6796,39.156502,Winter,3960029.878525382,green,4.400033198361536,24.001991901692126,0.11951410152763128
11164359,King Abdulaziz International Airport,21.6796,39.156502,Zomer,3960029.878525382,red,4.400033198361536,24.001991901692126,0.11951410152763128
11164375,Prince Mohammad Bin Abdulaziz Airport,24.55340004,39.70510101,Lente,3742916.7662161263,red,4.158796406906807,9.527784414408417,31.667064864505083
11164376,Prince Mohammad Bin Abdulaziz Airport,24.55340004,39.70510101,Winter,3742916.7662161263,green,4.158796406906807,9.527784414408417,31.667064864505083
11164377,Prince Mohammad Bin Abdulaziz Airport,24.55340004,39.70510101,Zomer,3742916.7662161267,red,4.1587964069068075,9.52778441440845,31.667064864506944
11164393,King Khaled International Airport,24.95759964,46.69879913,Lente,4177424.8624525378,red,4.64158318050282,38.494990830169186,29.699449810151012
11164394,King Khaled International Airport,24.95759964,46.69879913,Winter,4177424.8624525378,green,4.64158318050282,38.494990830169186,29.699449810151012
11164395,King Khaled International Airport,24.95759964,46.69879913,Zomer,4177424.862452538,red,4.6415831805028205,38.494990830169215,29.699449810152874
11164411,Queen Alia International Airport,31.72260094,35.99319839,Herfst,2908799.77707359,green,3.231999752303989,13.919985138239339,55.19910829436034
11164412,Queen Alia International Airport,31.72260094,35.99319839,Lente,2908799.77707359,orange,3.231999752303989,13.919985138239339,55.19910829436034
11164413,Queen Alia International Airport,31.72260094,35.99319839,Winter,2908799.77707359,orange,3.231999752303989,13.919985138239339,55.19910829436034
11164414,Queen Alia International Airport,31.72260094,35.99319839,Zomer,2908799.77707359,orange,3.231999752303989,13.919985138239339,55.19910829436034
11165627,Beirut Rafic Hariri International Airport,33.82089996,35.48839951,Herfst,2714411.894743943,green,3.016013216382159,0.9607929829295414,57.64757897577248
11165628,Beirut Rafic Hariri International Airport,33.82089996,35.48839951,Lente,2714411.894743943,green,3.016013216382159,0.9607929829295414,57.64757897577248
11165629,Beirut Rafic Hariri International Airport,33.82089996,35.48839951,Winter,2714411.894743943,green,3.016013216382159,0.9607929829295414,57.64757897577248
11165630,Beirut Rafic Hariri International Airport,33.82089996,35.48839951,Zomer,2714411.894743943,orange,3.016013216382159,0.9607929829295414,57.64757897577248
11166563,Abu Dhabi International Airport,24.43300056,54.65110016,Herfst,4784267.349802839,green,5.315852610892043,18.951156653522577,57.06939921135455
11166564,Abu Dhabi International Airport,24.43300056,54.65110016,Lente,4784267.349802839,green,5.315852610892043,18.951156653522577,57.06939921135455
11166565,Abu Dhabi International Airport,24.43300056,54.65110016,Winter,4784267.349802839,green,5.315852610892043,18.951156653522577,57.06939921135455
11166566,Abu Dhabi International Airport,24.43300056,54.65110016,Zomer,4784267.349802839,green,5.315852610892043,18.951156653522577,57.06939921135455
11179559,Dubai International Airport,25.25279999,55.36439896,Herfst,4773283.197420503,green,5.303647997133893,18.218879828033533,13.132789682012051
11179560,Dubai International Airport,25.25279999,55.36439896,Lente,4773283.197420503,green,5.303647997133893,18.218879828033533,13.132789682012051
11179561,Dubai International Airport,25.25279999,55.36439896,Winter,4773283.197420503,green,5.303647997133893,18.218879828033533,13.132789682012051
11179562,Dubai International Airport,25.25279999,55.36439896,Zomer,4773283.197420503,green,5.303647997133893,18.218879828033533,13.132789682012051
11192555,Muscat International Airport,23.59329987,58.28440094,Herfst,5114292.547121781,green,5.682547274579757,40.95283647478539,57.170188487123696
11192556,Muscat International Airport,23.59329987,58.28440094,Lente,5114292.547121781,green,5.682547274579757,40.95283647478539,57.170188487123696
11192557,Muscat International Airport,23.59329987,58.28440094,Winter,5114292.547121781,green,5.682547274579757,40.95283647478539,57.170188487123696
11192558,Muscat International Airport,23.59329987,58.28440094,Zomer,5114292.547121781,green,5.682547274579757,40.95283647478539,57.170188487123696
11199495,Doha International Airport,25.26110077,51.56510162,Herfst,4497246.51998999,green,4.996940577766655,59.81643466599931,48.98607995995879
11199496,Doha International Airport,25.26110077,51.56510162,Lente,4497246.51998999,green,4.996940577766655,59.81643466599931,48.98607995995879
11199497,Doha International Airport,25.26110077,51.56510162,Winter,4497246.51998999,green,4.996940577766655,59.81643466599931,48.98607995995879
11199498,Doha International Airport,25.26110077,51.56510162,Zomer,4497246.51998999,green,4.996940577766655,59.81643466599931,48.98607995995879
11208619,Narita International Airport,35.76470184,140.3860016,Herfst,9617804.210940288,green,10.686449123266987,41.18694739601923,11.21684376115352
11208620,Narita International Airport,35.76470184,140.3860016,Lente,9617804.210940288,green,10.686449123266987,41.18694739601923,11.21684376115352
11208621,Narita International Airport,35.76470184,140.3860016,Winter,9617804.210940288,orange,10.686449123266987,41.18694739601923,11.21684376115352
11208622,Narita International Airport,35.76470184,140.3860016,Zomer,9617804.21094029,green,10.68644912326699,41.18694739601935,11.21684376116097
11212719,Rio Galeão – Tom Jobim International Airport,-22.80999947,-43.25055695,Herfst,9349182.915727211,green,10.38798101747468,23.278861048480746,16.73166290884465
11212720,Rio Galeão – Tom Jobim International Airport,-22.80999947,-43.25055695,Lente,9349182.915727211,orange,10.38798101747468,23.278861048480746,16.73166290884465
11212721,Rio Galeão – Tom Jobim International Airport,-22.80999947,-43.25055695,Winter,9349182.915727211,orange,10.38798101747468,23.278861048480746,16.73166290884465
11212722,Rio Galeão – Tom Jobim International Airport,-22.80999947,-43.25055695,Zomer,9349182.915727211,orange,10.38798101747468,23.278861048480746,16.73166290884465
11217899,Guarulhos - Governador André Franco Montoro International Airport,-23.43555641,-46.47305679,Herfst,9587615.953625295,green,10.652906615139218,39.17439690835302,10.463814501181245
11217900,Guarulhos - Governador André Franco Montoro International Airport,-23.43555641,-46.47305679,Lente,9587615.953625295,orange,10.652906615139218,39.17439690835302,10.463814501181245
11217901,Guarulhos - Governador André Franco Montoro International Airport,-23.43555641,-46.47305679,Winter,9587615.953625295,orange,10.652906615139218,39.17439690835302,10.463814501181245
11217902,Guarulhos - Governador André Franco Montoro International Airport,-23.43555641,-46.47305679,Zomer,9587615.953625295,orange,10.652906615139218,39.17439690835302,10.463814501181245
11223079,Comodoro Arturo Merino Benítez International Airport,-33.39300156,-70.78579712,Lente,11937503.751013149,red,13.263893056681276,15.833583400876572,50.01500405259431
11223080,El Dorado International Airport,4.70159,-74.1469,Lente,9076904.1690852,red,10.085449076761334,5.126944605680058,7.616676340803504
11223082,Jorge Chávez International Airport,-12.0219,-77.114304,Lente,10662016.871350711,red,11.846685412611901,50.80112475671408,48.067485402844845
11223085,Heydar Aliyev International Airport,40.46749878,50.04669952,Herfst,3377098.321473563,green,3.752331468303959,45.13988809823754,8.39328589425236
11223087,Boryspil International Airport,50.34500122,30.8946991,Herfst,1662538.627433561,green,1.8472651415928456,50.835908495570735,50.15450973424409
11223088,Boryspil International Airport,50.34500122,30.8946991,Lente,1662538.6274335608,orange,1.8472651415928454,50.83590849557072,50.154509734243156
11223089,Boryspil International Airport,50.34500122,30.8946991,Winter,1662538.627433561,green,1.8472651415928456,50.835908495570735,50.15450973424409
11223090,Boryspil International Airport,50.34500122,30.8946991,Zomer,1662538.627433561,orange,1.8472651415928456,50.835908495570735,50.15450973424409
11229631,Kiev Zhuliany International Airport,50.40194,30.45194,Herfst,1631382.7294383887,green,1.8126474771537653,48.758848629225916,45.53091775355488
11229632,Kiev Zhuliany International Airport,50.40194,30.45194,Lente,1631382.729438389,orange,1.8126474771537655,48.75884862922593,45.53091775355581
11229633,Kiev Zhuliany International Airport,50.40194,30.45194,Winter,1631382.729438389,green,1.8126474771537655,48.75884862922593,45.53091775355581
11229634,Kiev Zhuliany International Airport,50.40194,30.45194,Zomer,1631382.7294383887,orange,1.8126474771537653,48.758848629225916,45.53091775355488
11236175,Pulkovo Airport,59.8003006,30.26250076,Herfst,1969756.00643532,green,2.1886177849281334,11.317067095688001,19.024025741280056
11236176,Pulkovo Airport,59.8003006,30.26250076,Lente,1969756.00643532,green,2.1886177849281334,11.317067095688001,19.024025741280056
11236177,Pulkovo Airport,59.8003006,30.26250076,Winter,1969756.0064353202,green,2.1886177849281334,11.317067095688017,19.024025741280987
11236178,Pulkovo Airport,59.8003006,30.26250076,Zomer,1969756.00643532,green,2.1886177849281334,11.317067095688001,19.024025741280056
11253671,Sochi International Airport,43.44990158,39.95660019,Herfst,2479185.5209921966,green,2.7546505788802187,45.27903473281311,16.742083968786524
11253672,Sochi International Airport,43.44990158,39.95660019,Lente,2479185.5209921966,green,2.7546505788802187,45.27903473281311,16.742083968786524
11253673,Sochi International Airport,43.44990158,39.95660019,Winter,2479185.5209921966,green,2.7546505788802187,45.27903473281311,16.742083968786524
11253674,Sochi International Airport,43.44990158,39.95660019,Zomer,2479185.5209921966,green,2.7546505788802187,45.27903473281311,16.742083968786524
11271167,Astrakhan Airport,46.28329849,48.00630188,Herfst,2978389.120414591,green,3.309321244905101,18.559274694306062,33.556481658363715
11271168,Astrakhan Airport,46.28329849,48.00630188,Lente,2978389.120414591,green,3.309321244905101,18.559274694306062,33.556481658363715
11271169,Astrakhan Airport,46.28329849,48.00630188,Winter,2978389.120414591,green,3.309321244905101,18.559274694306062,33.556481658363715
11271170,Astrakhan Airport,46.28329849,48.00630188,Zomer,2978389.120414591,green,3.309321244905101,18.559274694306062,33.556481658363715
11288663,Magnitogorsk International Airport,53.39310074,58.75569916,Herfst,3551057.887846174,green,3.945619875384638,56.73719252307828,44.231551384696736
11288664,Magnitogorsk International Airport,53.39310074,58.75569916,Lente,3551057.887846174,green,3.945619875384638,56.73719252307828,44.231551384696736
11288665,Magnitogorsk International Airport,53.39310074,58.75569916,Winter,3551057.887846174,green,3.945619875384638,56.73719252307828,44.231551384696736
11288666,Magnitogorsk International Airport,53.39310074,58.75569916,Zomer,3551057.887846174,green,3.945619875384638,56.73719252307828,44.231551384696736
11306159,Dushanbe Airport,38.54330063,68.82499695,Winter,4886737.181890151,green,5.429707979877946,25.782478792676763,46.94872756060585
11306160,Sheremetyevo International Airport,55.972599,37.4146,Herfst,2186523.32866356,green,2.4294703651817335,25.768221910904007,46.09331465424039
11306161,Sheremetyevo International Airport,55.972599,37.4146,Lente,2186523.32866356,green,2.4294703651817335,25.768221910904007,46.09331465424039
