,Name,Latitude,Longitude,datum,afstand,te laat,uur,minuut,seconde
0,Egilsstaðir Airport,65.28330231,-14.40139961,Herfst,2408761.87226008,orange,2.676402080288978,40.584124817338676,35.04748904032074
1,Egilsstaðir Airport,65.28330231,-14.40139961,Lente,2408761.87226008,orange,2.676402080288978,40.584124817338676,35.04748904032074
2,Egilsstaðir Airport,65.28330231,-14.40139961,Winter,2408761.87226008,orange,2.676402080288978,40.584124817338676,35.04748904032074
3,Egilsstaðir Airport,65.28330231,-14.40139961,Zomer,2408761.87226008,orange,2.676402080288978,40.584124817338676,35.04748904032074
2924,Keflavik International Airport,63.98500061,-22.60560036,Herfst,2636865.8014136627,orange,2.929850890459625,55.791053427577516,47.46320565465093
2925,Keflavik International Airport,63.98500061,-22.60560036,Lente,2636865.8014136627,orange,2.929850890459625,55.791053427577516,47.46320565465093
2926,Keflavik International Airport,63.98500061,-22.60560036,Winter,2636865.8014136627,orange,2.929850890459625,55.791053427577516,47.46320565465093
2927,Keflavik International Airport,63.98500061,-22.60560036,Zomer,2636865.8014136627,orange,2.929850890459625,55.791053427577516,47.46320565465093
5848,Edmonton International Airport,53.30970001,-113.5800018,Herfst,7574334.296069316,green,8.415926995632573,24.955619737954375,57.33718427726254
5849,Edmonton International Airport,53.30970001,-113.5800018,Lente,7574334.296069316,orange,8.415926995632573,24.955619737954375,57.33718427726254
5850,Edmonton International Airport,53.30970001,-113.5800018,Winter,7574334.296069316,orange,8.415926995632573,24.955619737954375,57.33718427726254
5851,Edmonton International Airport,53.30970001,-113.5800018,Zomer,7574334.296069316,orange,8.415926995632573,24.955619737954375,57.33718427726254
15592,Montreal / Pierre Elliott Trudeau International Airport,45.47060013,-73.74079895,Herfst,6012891.862631329,green,6.680990958479255,40.85945750875529,51.56745052531734
15593,Montreal / Pierre Elliott Trudeau International Airport,45.47060013,-73.74079895,Lente,6012891.862631329,orange,6.680990958479255,40.85945750875529,51.56745052531734
15594,Montreal / Pierre Elliott Trudeau International Airport,45.47060013,-73.74079895,Winter,6012891.862631329,orange,6.680990958479255,40.85945750875529,51.56745052531734
15595,Montreal / Pierre Elliott Trudeau International Airport,45.47060013,-73.74079895,Zomer,6012891.86263133,orange,6.6809909584792555,40.85945750875535,51.567450525321064
25336,Vancouver International Airport,49.19390106,-123.1839981,Herfst,8331972.639856069,green,9.257747377617855,15.46484265707129,27.890559424277395
25337,Vancouver International Airport,49.19390106,-123.1839981,Lente,8331972.639856069,orange,9.257747377617855,15.46484265707129,27.890559424277395
25338,Vancouver International Airport,49.19390106,-123.1839981,Winter,8331972.639856069,orange,9.257747377617855,15.46484265707129,27.890559424277395
25339,Vancouver International Airport,49.19390106,-123.1839981,Zomer,8331972.63985607,orange,9.257747377617855,15.464842657071353,27.890559424281122
35080,Calgary International Airport,51.11389923,-114.0199966,Herfst,7785943.971389319,green,8.651048857099243,39.06293142595459,3.7758855572752656
35081,Calgary International Airport,51.11389923,-114.0199966,Lente,7785943.971389318,orange,8.651048857099243,39.062931425954524,3.77588555727154
35082,Calgary International Airport,51.11389923,-114.0199966,Winter,7785943.971389319,orange,8.651048857099243,39.06293142595459,3.7758855572752656
35083,Calgary International Airport,51.11389923,-114.0199966,Zomer,7785943.971389318,orange,8.651048857099243,39.062931425954524,3.77588555727154
44824,Lester B. Pearson International Airport,43.67720032,-79.63059998,Herfst,6508831.936029414,green,7.232035484477127,13.922129068627582,55.32774411765486
44825,Lester B. Pearson International Airport,43.67720032,-79.63059998,Lente,6508831.936029414,orange,7.232035484477127,13.922129068627582,55.32774411765486
44826,Lester B. Pearson International Airport,43.67720032,-79.63059998,Winter,6508831.936029414,orange,7.232035484477127,13.922129068627582,55.32774411765486
44827,Lester B. Pearson International Airport,43.67720032,-79.63059998,Zomer,6508831.936029414,orange,7.232035484477127,13.922129068627582,55.32774411765486
54568,Houari Boumediene Airport,36.69100189,3.215409994,Herfst,1274685.7038671384,orange,1.4163174487412649,24.97904692447589,58.74281546855345
54569,Houari Boumediene Airport,36.69100189,3.215409994,Lente,1274685.7038671384,red,1.4163174487412649,24.97904692447589,58.74281546855345
54570,Houari Boumediene Airport,36.69100189,3.215409994,Zomer,1274685.7038671384,green,1.4163174487412649,24.97904692447589,58.74281546855345
54595,Tunis Carthage International Airport,36.85100174,10.22719955,Herfst,1186982.4474724785,orange,1.3188693860805316,19.1321631648319,7.929789889913984
54596,Tunis Carthage International Airport,36.85100174,10.22719955,Lente,1186982.4474724785,orange,1.3188693860805316,19.1321631648319,7.929789889913984
54597,Tunis Carthage International Airport,36.85100174,10.22719955,Winter,1186982.4474724785,red,1.3188693860805316,19.1321631648319,7.929789889913984
54598,Tunis Carthage International Airport,36.85100174,10.22719955,Zomer,1186982.4474724785,orange,1.3188693860805316,19.1321631648319,7.929789889913984
57015,Djerba Zarzis International Airport,33.875,10.7755003,Herfst,1520632.014516082,orange,1.689591127240091,41.37546763440546,22.528058064327574
57016,Djerba Zarzis International Airport,33.875,10.7755003,Lente,1520632.014516082,orange,1.689591127240091,41.37546763440546,22.528058064327574
57017,Djerba Zarzis International Airport,33.875,10.7755003,Winter,1520632.014516082,red,1.689591127240091,41.37546763440546,22.528058064327574
57018,Djerba Zarzis International Airport,33.875,10.7755003,Zomer,1520632.0145160817,orange,1.6895911272400908,41.375467634405446,22.528058064326643
59435,Brussels Airport,50.90140152,4.48443985,Herfst,483467.9115186502,green,0.5371865683540558,32.23119410124335,13.87164607460075
59436,Brussels Airport,50.90140152,4.48443985,Lente,483467.9115186502,orange,0.5371865683540558,32.23119410124335,13.87164607460075
59437,Brussels Airport,50.90140152,4.48443985,Winter,483467.91151865025,green,0.5371865683540559,32.23119410124335,13.871646074600983
59438,Brussels Airport,50.90140152,4.48443985,Zomer,483467.9115186502,orange,0.5371865683540558,32.23119410124335,13.87164607460075
76187,Berlin-Schönefeld International Airport,52.38000107,13.52250004,Herfst,652679.8530037443,green,0.725199836670827,43.51199020024962,30.719412014977074
76188,Berlin-Schönefeld International Airport,52.38000107,13.52250004,Lente,652679.8530037443,green,0.725199836670827,43.51199020024962,30.719412014977074
76189,Berlin-Schönefeld International Airport,52.38000107,13.52250004,Winter,652679.8530037443,green,0.725199836670827,43.51199020024962,30.719412014977074
76190,Berlin-Schönefeld International Airport,52.38000107,13.52250004,Zomer,652679.8530037443,orange,0.725199836670827,43.51199020024962,30.719412014977074
332727,Dresden Airport,51.13280106,13.76720047,Herfst,556915.6011572937,green,0.6187951123969929,37.12770674381958,7.6624046291746195
332728,Dresden Airport,51.13280106,13.76720047,Lente,556915.6011572937,green,0.6187951123969929,37.12770674381958,7.6624046291746195
332729,Dresden Airport,51.13280106,13.76720047,Winter,556915.6011572937,green,0.6187951123969929,37.12770674381958,7.6624046291746195
332730,Dresden Airport,51.13280106,13.76720047,Zomer,556915.6011572937,orange,0.6187951123969929,37.12770674381958,7.6624046291746195
589267,Frankfurt am Main International Airport,50.0333333,8.5705556,Herfst,285648.9402073658,green,0.31738771134151755,19.04326268049105,2.5957608294631354
589268,Frankfurt am Main International Airport,50.0333333,8.5705556,Lente,285648.9402073658,green,0.31738771134151755,19.04326268049105,2.5957608294631354
589269,Frankfurt am Main International Airport,50.0333333,8.5705556,Winter,285648.9402073658,green,0.31738771134151755,19.04326268049105,2.5957608294631354
589270,Frankfurt am Main International Airport,50.0333333,8.5705556,Zomer,285648.9402073658,orange,0.31738771134151755,19.04326268049105,2.5957608294631354
845807,Hamburg Airport,53.63040161,9.988229752,Herfst,693372.2013301741,green,0.7704135570335268,46.22481342201161,13.48880532069644
845808,Hamburg Airport,53.63040161,9.988229752,Lente,693372.2013301741,green,0.7704135570335268,46.22481342201161,13.48880532069644
845809,Hamburg Airport,53.63040161,9.988229752,Winter,693372.2013301741,green,0.7704135570335268,46.22481342201161,13.48880532069644
845810,Hamburg Airport,53.63040161,9.988229752,Zomer,693372.2013301741,orange,0.7704135570335268,46.22481342201161,13.48880532069644
1102347,Cologne Bonn Airport,50.86589813,7.142739773,Herfst,391897.0541027475,green,0.43544117122527504,26.126470273516503,7.588216410990106
1102348,Cologne Bonn Airport,50.86589813,7.142739773,Lente,391897.0541027475,green,0.43544117122527504,26.126470273516503,7.588216410990106
1102349,Cologne Bonn Airport,50.86589813,7.142739773,Winter,391897.0541027475,green,0.43544117122527504,26.126470273516503,7.588216410990106
1102350,Cologne Bonn Airport,50.86589813,7.142739773,Zomer,391897.0541027475,orange,0.43544117122527504,26.126470273516503,7.588216410990106
1358887,Düsseldorf International Airport,51.28950119,6.7667799,Herfst,444602.2852510775,green,0.4940025391678639,29.640152350071833,38.40914100430999
1358888,Düsseldorf International Airport,51.28950119,6.7667799,Lente,444602.2852510775,green,0.4940025391678639,29.640152350071833,38.40914100430999
1358889,Düsseldorf International Airport,51.28950119,6.7667799,Winter,444602.28525107744,green,0.4940025391678638,29.64015235007183,38.40914100430976
1358890,Düsseldorf International Airport,51.28950119,6.7667799,Zomer,444602.2852510775,orange,0.4940025391678639,29.640152350071833,38.40914100430999
1615427,Munich International Airport,48.35380173,11.78610039,Herfst,261368.2676735363,green,0.2904091863039292,17.424551178235753,25.473070694145164
1615428,Munich International Airport,48.35380173,11.78610039,Lente,261368.2676735363,green,0.2904091863039292,17.424551178235753,25.473070694145164
1615429,Munich International Airport,48.35380173,11.78610039,Winter,261368.2676735363,green,0.2904091863039292,17.424551178235753,25.473070694145164
1615430,Munich International Airport,48.35380173,11.78610039,Zomer,261368.2676735363,orange,0.2904091863039292,17.424551178235753,25.473070694145164
1871967,Nuremberg Airport,49.498699,11.0780556,Herfst,293409.0860334627,green,0.32601009559273636,19.56060573556418,33.63634413385088
1871968,Nuremberg Airport,49.498699,11.0780556,Lente,293409.0860334627,green,0.32601009559273636,19.56060573556418,33.63634413385088
1871969,Nuremberg Airport,49.498699,11.0780556,Winter,293409.0860334628,green,0.3260100955927364,19.560605735564184,33.63634413385112
1871970,Nuremberg Airport,49.498699,11.0780556,Zomer,293409.0860334628,orange,0.3260100955927364,19.560605735564184,33.63634413385112
2128507,Leipzig Halle Airport,51.4238889,12.2363889,Herfst,515008.2670727749,green,0.5722314078586388,34.333884471518324,20.03306829109951
2128508,Leipzig Halle Airport,51.4238889,12.2363889,Lente,515008.2670727749,green,0.5722314078586388,34.333884471518324,20.03306829109951
2128509,Leipzig Halle Airport,51.4238889,12.2363889,Winter,515008.26707277494,green,0.5722314078586388,34.33388447151833,20.03306829109974
2128510,Leipzig Halle Airport,51.4238889,12.2363889,Zomer,515008.2670727749,orange,0.5722314078586388,34.333884471518324,20.03306829109951
2385047,Stuttgart Airport,48.68989944,9.221960068,Herfst,145161.99369385585,green,0.1612911041042843,9.677466246257056,40.647974775423414
2385048,Stuttgart Airport,48.68989944,9.221960068,Lente,145161.99369385585,green,0.1612911041042843,9.677466246257056,40.647974775423414
2385049,Stuttgart Airport,48.68989944,9.221960068,Winter,145161.99369385585,green,0.1612911041042843,9.677466246257056,40.647974775423414
2385050,Stuttgart Airport,48.68989944,9.221960068,Zomer,145161.99369385585,orange,0.1612911041042843,9.677466246257056,40.647974775423414
2641587,Berlin-Tegel International Airport,52.55970001,13.2876997,Herfst,660366.1774829741,green,0.7337401972033046,44.024411832198275,1.4647099318965338
2641588,Berlin-Tegel International Airport,52.55970001,13.2876997,Lente,660366.1774829741,green,0.7337401972033046,44.024411832198275,1.4647099318965338
2641589,Berlin-Tegel International Airport,52.55970001,13.2876997,Winter,660366.1774829741,green,0.7337401972033046,44.024411832198275,1.4647099318965338
2641590,Berlin-Tegel International Airport,52.55970001,13.2876997,Zomer,660366.1774829741,orange,0.7337401972033046,44.024411832198275,1.4647099318965338
2898127,Hannover Airport,52.46110153,9.685079575,Herfst,561665.828956279,green,0.6240731432847544,37.444388597085265,26.66331582511589
2898128,Hannover Airport,52.46110153,9.685079575,Lente,561665.828956279,green,0.6240731432847544,37.444388597085265,26.66331582511589
2898129,Hannover Airport,52.46110153,9.685079575,Winter,561665.828956279,green,0.6240731432847544,37.444388597085265,26.66331582511589
2898130,Hannover Airport,52.46110153,9.685079575,Zomer,561665.828956279,orange,0.6240731432847544,37.444388597085265,26.66331582511589
3154667,Bremen Airport,53.04750061,8.786669731,Herfst,621226.4448048971,green,0.6902516053387745,41.41509632032647,24.905779219588265
3154668,Bremen Airport,53.04750061,8.786669731,Lente,621226.4448048971,green,0.6902516053387745,41.41509632032647,24.905779219588265
3154669,Bremen Airport,53.04750061,8.786669731,Winter,621226.4448048971,green,0.6902516053387745,41.41509632032647,24.905779219588265
3154670,Bremen Airport,53.04750061,8.786669731,Zomer,621226.4448048971,orange,0.6902516053387745,41.41509632032647,24.905779219588265
3411207,Paderborn Lippstadt Airport,51.61410141,8.616319656,Herfst,461522.5159987882,green,0.512802795554209,30.768167733252547,46.09006399515271
3411208,Paderborn Lippstadt Airport,51.61410141,8.616319656,Lente,461522.5159987882,green,0.512802795554209,30.768167733252547,46.09006399515271
3411209,Paderborn Lippstadt Airport,51.61410141,8.616319656,Winter,461522.51599878824,green,0.5128027955542092,30.76816773325255,46.090063995152946
3411210,Paderborn Lippstadt Airport,51.61410141,8.616319656,Zomer,461522.5159987882,orange,0.512802795554209,30.768167733252547,46.09006399515271
3667747,Braunschweig Wolfsburg Airport,52.319199,10.5561,Herfst,558817.6968291068,green,0.6209085520323409,37.25451312194045,15.2707873164271
3667748,Braunschweig Wolfsburg Airport,52.319199,10.5561,Lente,558817.6968291068,green,0.6209085520323409,37.25451312194045,15.2707873164271
3667749,Braunschweig Wolfsburg Airport,52.319199,10.5561,Winter,558817.6968291068,green,0.6209085520323409,37.25451312194045,15.2707873164271
3667750,Braunschweig Wolfsburg Airport,52.319199,10.5561,Zomer,558817.6968291068,orange,0.6209085520323409,37.25451312194045,15.2707873164271
3924287,Westerland Sylt Airport,54.91320038,8.340470314,Herfst,828784.8923688057,green,0.9208721026320064,55.25232615792038,15.139569475222844
3924288,Westerland Sylt Airport,54.91320038,8.340470314,Lente,828784.8923688057,green,0.9208721026320064,55.25232615792038,15.139569475222844
3924289,Westerland Sylt Airport,54.91320038,8.340470314,Winter,828784.8923688057,green,0.9208721026320064,55.25232615792038,15.139569475222844
3924290,Westerland Sylt Airport,54.91320038,8.340470314,Zomer,828784.8923688057,orange,0.9208721026320064,55.25232615792038,15.139569475222844
4180827,Helsinki Vantaa Airport,60.31719971,24.9633007,Herfst,1781364.01667821,green,1.9792933518646778,58.757601111880675,45.45606671284046
4180828,Helsinki Vantaa Airport,60.31719971,24.9633007,Lente,1781364.01667821,green,1.9792933518646778,58.757601111880675,45.45606671284046
4180829,Helsinki Vantaa Airport,60.31719971,24.9633007,Winter,1781364.0166782103,orange,1.9792933518646783,58.75760111188069,45.45606671284139
4180830,Helsinki Vantaa Airport,60.31719971,24.9633007,Zomer,1781364.01667821,green,1.9792933518646778,58.757601111880675,45.45606671284046
4190771,Kuusamo Airport,65.98760223,29.23940086,Herfst,2394661.4952728613,green,2.6607349947476235,39.64409968485742,38.645981091445314
4190772,Kuusamo Airport,65.98760223,29.23940086,Lente,2394661.4952728613,green,2.6607349947476235,39.64409968485742,38.645981091445314
4190773,Kuusamo Airport,65.98760223,29.23940086,Winter,2394661.4952728613,orange,2.6607349947476235,39.64409968485742,38.645981091445314
4190774,Kuusamo Airport,65.98760223,29.23940086,Zomer,2394661.4952728613,green,2.6607349947476235,39.64409968485742,38.645981091445314
4200715,Kittilä Airport,67.7009964,24.84679985,Herfst,2437350.908442776,green,2.708167676047529,42.490060562851745,29.403633771104737
4200716,Kittilä Airport,67.7009964,24.84679985,Lente,2437350.908442776,green,2.708167676047529,42.490060562851745,29.403633771104737
4200717,Kittilä Airport,67.7009964,24.84679985,Winter,2437350.908442776,orange,2.708167676047529,42.490060562851745,29.403633771104737
4200718,Kittilä Airport,67.7009964,24.84679985,Zomer,2437350.908442776,green,2.708167676047529,42.490060562851745,29.403633771104737
4210659,Rovaniemi Airport,66.56479645,25.83040047,Herfst,2352984.833903788,green,2.614427593226431,36.86565559358588,51.939335615152494
4210660,Rovaniemi Airport,66.56479645,25.83040047,Lente,2352984.833903788,green,2.614427593226431,36.86565559358588,51.939335615152494
4210661,Rovaniemi Airport,66.56479645,25.83040047,Winter,2352984.833903788,orange,2.614427593226431,36.86565559358588,51.939335615152494
4210662,Rovaniemi Airport,66.56479645,25.83040047,Zomer,2352984.833903788,green,2.614427593226431,36.86565559358588,51.939335615152494
4220603,Turku Airport,60.51409912,22.26280022,Herfst,1700803.2154834853,green,1.8897813505372059,53.38688103223235,23.21286193394102
4220604,Turku Airport,60.51409912,22.26280022,Lente,1700803.2154834853,green,1.8897813505372059,53.38688103223235,23.21286193394102
4220605,Turku Airport,60.51409912,22.26280022,Winter,1700803.2154834853,orange,1.8897813505372059,53.38688103223235,23.21286193394102
4220606,Turku Airport,60.51409912,22.26280022,Zomer,1700803.2154834853,green,1.8897813505372059,53.38688103223235,23.21286193394102
4230547,Birmingham International Airport,52.45389938,-1.748029947,Herfst,922626.0411978997,green,1.025140045775444,1.5084027465266485,30.504164791598917
4230548,Birmingham International Airport,52.45389938,-1.748029947,Lente,922626.0411978996,green,1.025140045775444,1.5084027465266407,30.504164791598452
4230549,Birmingham International Airport,52.45389938,-1.748029947,Winter,922626.0411978996,green,1.025140045775444,1.5084027465266407,30.504164791598452
4230550,Birmingham International Airport,52.45389938,-1.748029947,Zomer,922626.0411978997,orange,1.025140045775444,1.5084027465266485,30.504164791598917
4333695,Manchester Airport,53.35369873,-2.274950027,Herfst,1008610.5438875552,green,1.1206783820972837,7.240702925837017,14.442175550221
4333696,Manchester Airport,53.35369873,-2.274950027,Lente,1008610.5438875552,green,1.1206783820972837,7.240702925837017,14.442175550221
4333697,Manchester Airport,53.35369873,-2.274950027,Winter,1008610.5438875552,green,1.1206783820972837,7.240702925837017,14.442175550221
4333698,Manchester Airport,53.35369873,-2.274950027,Zomer,1008610.5438875552,orange,1.1206783820972837,7.240702925837017,14.442175550221
4436843,Cardiff International Airport,51.39670181,-3.343329906,Herfst,965609.897444284,green,1.0728998860492045,4.37399316295227,22.43958977713622
4436844,Cardiff International Airport,51.39670181,-3.343329906,Lente,965609.897444284,green,1.0728998860492045,4.37399316295227,22.43958977713622
4436845,Cardiff International Airport,51.39670181,-3.343329906,Winter,965609.897444284,green,1.0728998860492045,4.37399316295227,22.43958977713622
4436846,Cardiff International Airport,51.39670181,-3.343329906,Zomer,965609.8974442839,orange,1.0728998860492043,4.373993162952263,22.439589777135755
4539991,London Luton Airport,51.87469864,-0.368333012,Herfst,808337.1741436635,green,0.8981524157151817,53.889144942910896,53.348696574653964
4539992,London Luton Airport,51.87469864,-0.368333012,Lente,808337.1741436636,green,0.8981524157151818,53.88914494291091,53.34869657465443
4539993,London Luton Airport,51.87469864,-0.368333012,Winter,808337.1741436635,green,0.8981524157151817,53.889144942910896,53.348696574653964
4539994,London Luton Airport,51.87469864,-0.368333012,Zomer,808337.1741436635,orange,0.8981524157151817,53.889144942910896,53.348696574653964
4643139,London Gatwick Airport,51.14810181,-0.190277994,Herfst,755369.1295591847,green,0.8392990328435385,50.35794197061231,21.47651823673863
4643140,London Gatwick Airport,51.14810181,-0.190277994,Lente,755369.1295591847,green,0.8392990328435385,50.35794197061231,21.47651823673863
4643141,London Gatwick Airport,51.14810181,-0.190277994,Winter,755369.1295591847,green,0.8392990328435385,50.35794197061231,21.47651823673863
4643142,London Gatwick Airport,51.14810181,-0.190277994,Zomer,755369.1295591847,orange,0.8392990328435385,50.35794197061231,21.47651823673863
4746287,London City Airport,51.505299,0.055278,Herfst,761271.9617403382,green,0.8458577352670424,50.75146411602255,45.08784696135297
4746288,London City Airport,51.505299,0.055278,Lente,761271.9617403381,green,0.8458577352670423,50.75146411602254,45.08784696135251
4746289,London City Airport,51.505299,0.055278,Winter,761271.9617403382,green,0.8458577352670424,50.75146411602255,45.08784696135297
4746290,London City Airport,51.505299,0.055278,Zomer,761271.9617403382,orange,0.8458577352670424,50.75146411602255,45.08784696135297
4849435,London Heathrow Airport,51.4706,-0.461941,Herfst,789762.433479729,green,0.8775138149774766,52.6508288986486,39.04973391891597
4849436,London Heathrow Airport,51.4706,-0.461941,Lente,789762.4334797291,green,0.8775138149774768,52.650828898648605,39.04973391891643
4849437,London Heathrow Airport,51.4706,-0.461941,Winter,789762.433479729,green,0.8775138149774766,52.6508288986486,39.04973391891597
4849438,London Heathrow Airport,51.4706,-0.461941,Zomer,789762.433479729,orange,0.8775138149774766,52.6508288986486,39.04973391891597
4952583,Inverness Airport,57.54249954,-4.047500134,Herfst,1405651.8074758437,green,1.5618353416398263,33.71012049838958,42.6072299033748
4952584,Inverness Airport,57.54249954,-4.047500134,Lente,1405651.8074758437,green,1.5618353416398263,33.71012049838958,42.6072299033748
4952585,Inverness Airport,57.54249954,-4.047500134,Winter,1405651.8074758437,green,1.5618353416398263,33.71012049838958,42.6072299033748
4952586,Inverness Airport,57.54249954,-4.047500134,Zomer,1405651.8074758437,orange,1.5618353416398263,33.71012049838958,42.6072299033748
5055731,Glasgow International Airport,55.87189865,-4.433060169,Herfst,1292720.114495891,green,1.436355682773212,26.181340966392728,10.880457983563653
5055732,Glasgow International Airport,55.87189865,-4.433060169,Lente,1292720.114495891,green,1.436355682773212,26.181340966392728,10.880457983563653
5055733,Glasgow International Airport,55.87189865,-4.433060169,Winter,1292720.114495891,green,1.436355682773212,26.181340966392728,10.880457983563653
5055734,Glasgow International Airport,55.87189865,-4.433060169,Zomer,1292720.114495891,orange,1.436355682773212,26.181340966392728,10.880457983563653
5158879,Edinburgh Airport,55.95000076,-3.372499943,Herfst,1249669.2283882978,green,1.3885213648758865,23.31128189255319,18.676913553191348
5158880,Edinburgh Airport,55.95000076,-3.372499943,Lente,1249669.2283882978,green,1.3885213648758865,23.31128189255319,18.676913553191348
5158881,Edinburgh Airport,55.95000076,-3.372499943,Winter,1249669.2283882978,green,1.3885213648758865,23.31128189255319,18.676913553191348
5158882,Edinburgh Airport,55.95000076,-3.372499943,Zomer,1249669.2283882978,orange,1.3885213648758865,23.31128189255319,18.676913553191348
5262027,London Stansted Airport,51.88499832,0.234999999,Herfst,774943.6410823307,green,0.8610484900914785,51.66290940548871,39.77456432932289
5262028,London Stansted Airport,51.88499832,0.234999999,Lente,774943.6410823307,green,0.8610484900914785,51.66290940548871,39.77456432932289
5262029,London Stansted Airport,51.88499832,0.234999999,Winter,774943.6410823307,green,0.8610484900914785,51.66290940548871,39.77456432932289
5262030,London Stansted Airport,51.88499832,0.234999999,Zomer,774943.6410823307,orange,0.8610484900914785,51.66290940548871,39.77456432932289
5365175,Exeter International Airport,50.7344017,-3.413889885,Herfst,944882.5073000184,green,1.049869452555576,2.992167153334563,59.5300292000738
5365176,Exeter International Airport,50.7344017,-3.413889885,Lente,944882.5073000184,green,1.049869452555576,2.992167153334563,59.5300292000738
5365177,Exeter International Airport,50.7344017,-3.413889885,Winter,944882.5073000184,green,1.049869452555576,2.992167153334563,59.5300292000738
5365178,Exeter International Airport,50.7344017,-3.413889885,Zomer,944882.5073000184,orange,1.049869452555576,2.992167153334563,59.5300292000738
5468323,Amsterdam Airport Schiphol,52.30860138,4.76388979,Herfst,603346.037097995,orange,0.670384485664439,40.22306913986634,13.384148391980212
5468324,Amsterdam Airport Schiphol,52.30860138,4.76388979,Lente,603346.037097995,orange,0.670384485664439,40.22306913986634,13.384148391980212
5468325,Amsterdam Airport Schiphol,52.30860138,4.76388979,Winter,603346.037097995,green,0.670384485664439,40.22306913986634,13.384148391980212
5468326,Amsterdam Airport Schiphol,52.30860138,4.76388979,Zomer,603346.037097995,orange,0.670384485664439,40.22306913986634,13.384148391980212
5511015,Maastricht Aachen Airport,50.9117012,5.770140171,Herfst,433509.76663058007,orange,0.4816775184784223,28.900651108705336,54.03906652232027
5511016,Maastricht Aachen Airport,50.9117012,5.770140171,Lente,433509.7666305801,orange,0.4816775184784224,28.900651108705343,54.039066522320496
5511017,Maastricht Aachen Airport,50.9117012,5.770140171,Winter,433509.7666305801,green,0.4816775184784224,28.900651108705343,54.039066522320496
5511018,Maastricht Aachen Airport,50.9117012,5.770140171,Zomer,433509.7666305801,orange,0.4816775184784224,28.900651108705343,54.039066522320496
5553707,Eelde Airport,53.11970139,6.579440117,Herfst,644434.394169514,orange,0.7160382157439044,42.962292944634264,57.7375766780558
5553708,Eelde Airport,53.11970139,6.579440117,Lente,644434.394169514,orange,0.7160382157439044,42.962292944634264,57.7375766780558
5553709,Eelde Airport,53.11970139,6.579440117,Winter,644434.394169514,green,0.7160382157439044,42.962292944634264,57.7375766780558
5553710,Eelde Airport,53.11970139,6.579440117,Zomer,644434.394169514,orange,0.7160382157439044,42.962292944634264,57.7375766780558
5596399,Rotterdam The Hague Airport,51.956902,4.43722,Herfst,580808.719931717,orange,0.6453430221463523,38.72058132878114,43.23487972686812
5596400,Rotterdam The Hague Airport,51.956902,4.43722,Lente,580808.719931717,orange,0.6453430221463523,38.72058132878114,43.23487972686812
5596401,Rotterdam The Hague Airport,51.956902,4.43722,Winter,580808.719931717,green,0.6453430221463523,38.72058132878114,43.23487972686812
5596402,Rotterdam The Hague Airport,51.956902,4.43722,Zomer,580808.719931717,orange,0.6453430221463523,38.72058132878114,43.23487972686812
5639091,Cork Airport,51.84130096,-8.491109848,Herfst,1319376.096101849,green,1.4659734401131657,27.95840640678994,57.50438440739643
5639092,Cork Airport,51.84130096,-8.491109848,Lente,1319376.096101849,green,1.4659734401131657,27.95840640678994,57.50438440739643
5639093,Cork Airport,51.84130096,-8.491109848,Winter,1319376.096101849,green,1.4659734401131657,27.95840640678994,57.50438440739643
5639094,Cork Airport,51.84130096,-8.491109848,Zomer,1319376.096101849,orange,1.4659734401131657,27.95840640678994,57.50438440739643
5650723,Dublin Airport,53.42129898,-6.270070076,Herfst,1240203.1141774792,green,1.378003460197199,22.680207611831946,40.8124567099167
5650724,Dublin Airport,53.42129898,-6.270070076,Lente,1240203.1141774792,green,1.378003460197199,22.680207611831946,40.8124567099167
5650725,Dublin Airport,53.42129898,-6.270070076,Winter,1240203.1141774792,green,1.378003460197199,22.680207611831946,40.8124567099167
5650726,Dublin Airport,53.42129898,-6.270070076,Zomer,1240203.1141774792,orange,1.378003460197199,22.680207611831946,40.8124567099167
